stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
"811402","811402",Balfour Rd & Griffith Ln,37.925586,-121.705982,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=693","","","","",""
"811441","811441",Balfour Rd & Griffith Ln,37.925346,-121.704405,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=694","","","","",""
"811101","811101",Balfour Rd & Hudson Dr,37.925669,-121.694665,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=666","","","","",""
"811140","811140",Balfour Rd & Hudson Dr,37.925403,-121.694228,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=662","","","","",""
"811313","811313",Balfour Rd & John Muir Pky,37.925438,-121.739433,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=673","","","","",""
"811460","811460",Balfour Rd & McViking Wy,37.925212,-121.721176,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=698","","","","",""
"811397","811397",Balfour Rd & Minnesota Ave,37.925512,-121.714366,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=695","","","","",""
"811275","811275",Balfour Rd & Ranchwood Dr,37.925174,-121.745748,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=645","","","","",""
"818955","818955",Berrellesa St & Escobar St,38.016616,-122.139478,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=735","","","","",""
"817875","817875",Black Diamond & East 8th St,38.029909,-121.88577,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=599","","","","",""
"817881","817881",Black Diamond & East 8th St,38.029714,-121.885937,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=600","","","","",""
"812735","812735",Bliss Ave & Harbor St,38.014867,-121.886206,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=746","","","","",""
"810734","810734",Brentwood Blvd & Applewood Com,37.950374,-121.695938,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=425","","","","",""
"810953","810953",Brentwood Blvd & Applewood Com,37.95069,-121.696216,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=426","","","","",""
"810781","810781",Brentwood Blvd & Garin Comm Ctr,37.92672,-121.6914,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=414","","","","",""
"810969","810969",Brentwood Blvd & Grant St,37.953867,-121.696261,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=428","","","","",""
"810976","810976",Brentwood Blvd & Lone Tree Wy,37.961009,-121.696233,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=430","","","","",""
"810710","810710",Brentwood Blvd & Lone Tree Wy,37.960499,-121.695986,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=429","","","","",""
"810907","810907",Brentwood Blvd & Oak St,37.931545,-121.695712,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=415","","","","",""
"810775","810775",Brentwood Blvd & Oak St,37.93186,-121.695731,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=416","","","","",""
"810948","810948",Brentwood Blvd & Sand Creek Rd,37.946203,-121.696281,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=424","","","","",""
"810747","810747",Brentwood Blvd & Sand Creek Rd,37.946998,-121.695999,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=422","","","","",""
"810723","810723",Brentwood Blvd & Sunset Rd,37.953976,-121.696069,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=427","","","","",""
"810752","810752",Brentwood Blvd & Village Dr,37.942007,-121.696076,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=423","","","","",""
"810930","810930",Brentwood Blvd & Village Dr,37.941524,-121.696341,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=421","","","","",""
"811425","811425",Brentwood Park n Ride,37.933838,-121.698755,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=610","","","","",""
"810222","810222",Buchanan Rd & Balboa Ct,37.998644,-121.82313,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=347","","","","",""
"819767","819767",Buchanan Rd & Balboa Ct,37.998341,-121.823077,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=377","","","","",""
"818469","818469",Buchanan Rd & Campbell Dr,37.997904,-121.886633,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=579","","","","",""
"810246","810246",Buchanan Rd & Delta Fair Blvd,37.998719,-121.839217,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=349","","","","",""
"814325","814325",Buchanan Rd & Gentrytown Dr,37.99866,-121.836594,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=375","","","","",""
"813853","813853",Buchanan Rd & Harbor St,37.998042,-121.887675,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=578","","","","",""
"813933","813933",Buchanan Rd & Inverness Dr,37.99789,-121.882025,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=581","","","","",""
"810280","810280",Buchanan Rd & Loveridge Rd,37.998046,-121.873138,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=341","","","","",""
"819353","819353",Buchanan Rd & Loveridge Rd,37.9979,-121.873037,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=371","","","","",""
"818385","818385",Buchanan Rd & McDermott Dr,37.997894,-121.877955,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=583","","","","",""
"814855","814855",Buchanan Rd & Meadows Ave,37.997889,-121.862938,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=373","","","","",""
"810267","810267",Buchanan Rd & Meadows Ave,37.998067,-121.864524,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=343","","","","",""
"818371","818371",Buchanan Rd & San Jose Dr,38.000394,-121.829166,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=376","","","","",""
"810233","810233",Buchanan Rd & San Jose Dr,38.00039,-121.830252,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=348","","","","",""
"813848","813848",Buchanan Rd & Santa Ana Dr,37.998055,-121.883443,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=580","","","","",""
"810251","810251",Buchanan Rd & Somersville Dr,37.998162,-121.842808,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=350","","","","",""
"814318","814318",Buchanan Rd & Somersville Rd,37.997873,-121.845605,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=374","","","","",""
"813663","813663",Buchanan Rd & Suzanne Dr,37.998052,-121.880624,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=582","","","","",""
"814840","814840",Buchanan Rd & Ventura Dr,37.997898,-121.867269,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=372","","","","",""
"819437","819437",Buchanan Rd & Ventura Dr,37.998063,-121.868832,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=342","","","","",""
"811626","811626",Canada Valley Rd & Canada Hills Dr,37.973553,-121.75417,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=247","","","","",""
"811537","811537",Canada Valley Rd & Canada Hills Dr,37.974051,-121.7542,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=246","","","","",""
"811571","811571",Canada Valley Rd & Lone Tree Wy,37.962728,-121.747241,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=233","","","","",""
"811585","811585",Canada Valley Rd & Lone Tree Wy,37.962017,-121.747534,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=232","","","","",""
"811592","811592",Canada Valley Rd & McFarlan Ranch Wy,37.966201,-121.747369,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=234","","","","",""
"811563","811563",Canada Valley Rd & McFarlan Ranch Wy,37.96639,-121.747289,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=235","","","","",""
"811619","811619",Canada Valley Rd & Palomino Wy,37.971475,-121.75229,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=245","","","","",""
"811544","811544",Canada Valley Rd & Palomino Wy,37.971925,-121.752665,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=244","","","","",""
"811603","811603",Canada Valley Rd & Vista Grande Dr,37.968817,-121.750498,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=237","","","","",""
"811559","811559",Canada Valley Rd & Vista Grande Dr,37.969365,-121.750482,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=238","","","","",""
"810354","810354",Cavallo Rd & Amber Dr,38.005766,-121.796679,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=627","","","","",""
"810349","810349",Cavallo Rd & East 13th St,38.009174,-121.796585,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=629","","","","",""
"810035","810035",Cavallo Rd & East 13th St,38.009146,-121.796802,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=628","","","","",""
"816097","816097",Cavallo Rd & East 18th St,38.00481,-121.798277,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=397","","","","",""
"810116","810116",Cavallo Rd & Gary Ave,38.000604,-121.796759,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=460","","","","",""
"815286","815286",Cavallo Rd & Minner Ave,38.000542,-121.796963,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=398","","","","",""
"810128","810128",Cavallo Rd & Parker Ln,38.003296,-121.796708,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=461","","","","",""
"810100","810100",Cavallo Rd & Sunset Dr,37.998469,-121.79791,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=459","","","","",""
"815293","815293",Cavallo Rd & Sunset Dr,37.998483,-121.798075,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=399","","","","",""
"810331","810331",Cavallo Rd & Wilbur Ave,38.011757,-121.79678,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=630","","","","",""
"810026","810026",Cavallo Rd & Wilbur Ave,38.011653,-121.796973,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=631","","","","",""
"814961","814961",Century Blvd & Brenden,38.008202,-121.844767,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=283","","","","",""
"814988","814988",Century Blvd & Brenden,38.007726,-121.844649,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=282","","","","",""
"817194","817194",Century Blvd & Century Plz,38.006362,-121.840382,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=281","","","","",""
"819136","819136",Century Blvd & Century Plz,38.00597,-121.839142,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=280","","","","",""
"817187","817187",Century Blvd & Century Wy,38.009563,-121.848673,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=286","","","","",""
"816842","816842",Chester Dr & School St,38.017993,-121.874555,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=487","","","","",""
"819382","819382",Civic Ave & 17th West St,38.021348,-121.891622,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=184","","","","",""
"812630","812630",Civic Ave & Davi Ave,38.02157,-121.891523,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=115","","","","",""
"812227","812227",Civic Ave & Railroad Ave,38.020857,-121.889538,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=185","","","","",""
"812648","812648",Civic Ave & Railroad Ave,38.021081,-121.889472,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=116","","","","",""
"812871","812871",Columbia St & East 14th St,38.020113,-121.873553,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=124","","","","",""
"812145","812145",Columbia St & East 14th St,38.019841,-121.873846,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=187","","","","",""
"816971","816971",Concord BART,37.974766,-122.029025,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=491","","","","",""
"815666","815666",Contra Loma Blvd & Contra Loma Plaza,37.990729,-121.822651,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=381","","","","",""
"810205","810205",Contra Loma Blvd & Gatter Dr,37.986202,-121.823782,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=345","","","","",""
"810192","810192",Contra Loma Blvd & James Donlon Blvd,37.982954,-121.825097,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=344","","","","",""
"815678","815678",Contra Loma Blvd & Longview Rd,37.989222,-121.823181,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=380","","","","",""
"810214","810214",Contra Loma Blvd & Putnam St,37.991308,-121.822329,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=346","","","","",""
"815645","815645",Contra Loma Blvd & San Jose Dr,37.994019,-121.82283,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=379","","","","",""
"819812","819812",Contra Loma Blvd & St Francis Dr NB,37.997405,-121.822379,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=613","","","","",""
"815650","815650",Contra Loma Blvd & St. Francis Dr SB,37.996671,-121.822858,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=378","","","","",""
"810455","810455",Dallas Ranch Rd & Cache Peak Dr,37.970567,-121.796956,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=692","","","","",""
"810464","810464",Dallas Ranch Rd & Cache Peak Dr,37.969732,-121.79668,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=691","","","","",""
"810440","810440",Dallas Ranch Rd & Mt Hamilton Dr,37.96742,-121.796942,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=689","","","","",""
"810472","810472",Dallas Ranch Rd & Mt Hamilton Dr,37.96746,-121.796661,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=690","","","","",""
"810438","810438",Dallas Ranch Rd & Stonecrest Dr,37.962305,-121.797582,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=687","","","","",""
"810486","810486",Dallas Ranch Rd & Stonecrest Dr,37.962504,-121.797326,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=688","","","","",""
"810602","810602",Davison Dr & Ashburton Dr,37.987251,-121.796556,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=448","","","","",""
"810558","810558",Davison Dr & Burwood Wy,37.98721,-121.795631,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=636","","","","",""
"810591","810591",Davison Dr & Garrow Dr,37.98585,-121.799285,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=450","","","","",""
"810562","810562",Davison Dr & Garrow Dr,37.986106,-121.798406,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=635","","","","",""
"810543","810543",Davison Dr & Harbour Dr,37.989532,-121.790471,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=637","","","","",""
"810618","810618",Davison Dr & Harbour Dr,37.989615,-121.790708,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=449","","","","",""
"810625","810625",Davison Dr & Harris Dr,37.990445,-121.787468,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=447","","","","",""
"819798","819798",Davison Dr & Harris Dr,37.990253,-121.787355,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=638","","","","",""
"810589","810589",Davison Dr & Mountaire Dr,37.985326,-121.802808,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=451","","","","",""
"810570","810570",Davison Dr & Sunset Ln,37.985114,-121.803171,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=634","","","","",""
"817322","817322",Deer Valley Rd & Asilomar Dr,37.972797,-121.783901,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=48","","","","",""
"817442","817442",Deer Valley Rd & Asilomar Dr,37.973922,-121.78441,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=47","","","","",""
"817346","817346",Deer Valley Rd & Bluerock Dr,37.980299,-121.784949,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=43","","","","",""
"817426","817426",Deer Valley Rd & Bluerock Dr,37.980548,-121.784324,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=44","","","","",""
"817351","817351",Deer Valley Rd & Carpinteria Dr,37.983074,-121.78424,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=42","","","","",""
"817419","817419",Deer Valley Rd & Carpinteria Dr,37.98401,-121.784498,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=41","","","","",""
"817314","817314",Deer Valley Rd & Country Hills Dr,37.970606,-121.781772,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=49","","","","",""
"817457","817457",Deer Valley Rd & Country Hills Dr,37.971582,-121.782515,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=15","","","","",""
"817379","817379",Deer Valley Rd & Hillcrest Tce Ct,37.988968,-121.785644,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=38","","","","",""
