stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
"817403","817403",Deer Valley Rd & Hillcrest Tce Ct,37.987695,-121.78556,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=39","","","","",""
"813587","813587",Deer Valley Rd & Kaiser,37.951553,-121.778018,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=100","","","","",""
"817305","817305",Deer Valley Rd & Lone Tree Wy,37.966525,-121.780121,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=50","","","","",""
"817461","817461",Deer Valley Rd & Lone Tree Wy,37.966433,-121.779861,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=14","","","","",""
"815856","815856",Deer Valley Rd & Prewett Ranch Dr,37.960684,-121.778498,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=98","","","","",""
"813443","813443",Deer Valley Rd & Prewett Ranch Dr,37.957745,-121.77811,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=99","","","","",""
"818938","818938",Deer Valley Rd & Prewett Ranch Dr,37.960613,-121.778773,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=97","","","","",""
"817435","817435",Deer Valley Rd & Rocky Point Dr,37.977328,-121.786226,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=45","","","","",""
"817333","817333",Deer Valley Rd & Rocky Point Dr,37.977062,-121.786455,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=46","","","","",""
"817367","817367",Deer Valley Rd & Wildflower Dr,37.98651,-121.785906,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=40","","","","",""
"812956","812956",Delta Fair Blvd & Belle Dr,38.006108,-121.854058,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=626","","","","",""
"812081","812081",Delta Fair Blvd & Belle Dr,38.005453,-121.854222,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=199","","","","",""
"815433","815433",Delta Fair Blvd & Gentrytown Dr,37.999639,-121.838077,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=303","","","","",""
"816130","816130",Delta Fair Blvd & Gentrytown Dr,37.999618,-121.837866,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=302","","","","",""
"812987","812987",Delta Fair Blvd & Kaiser,38.004146,-121.842735,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=149","","","","",""
"812068","812068",Delta Fair Blvd & Kendree St,38.003001,-121.847186,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=201","","","","",""
"819094","819094",Delta Fair Blvd & Kendree St,38.003196,-121.847145,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=148","","","","",""
"812075","812075",Delta Fair Blvd & School St,38.003651,-121.850311,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=200","","","","",""
"812960","812960",Delta Fair Blvd & School St,38.003769,-121.850018,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=147","","","","",""
"812052","812052",Delta Fair Blvd & Somersville Towne Center,38.003644,-121.841802,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=202","","","","",""
"815031","815031",Driftwood Dr and Coastview Ct,38.025081,-121.983562,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=497","","","","",""
"816701","816701",Driftwood Dr & Coastview Ct,38.024823,-121.983448,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=496","","","","",""
"818411","818411",Driftwood Dr & Pacifica Ave,38.033679,-121.978947,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=505","","","","",""
"815083","815083",Driftwood Dr & Pacifica Ave,38.033897,-121.977882,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=504","","","","",""
"815054","815054",Driftwood Dr & Steffa St,38.030012,-121.978879,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=503","","","","",""
"818407","818407",Driftwood Dr & Steffa St,38.029696,-121.978993,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=502","","","","",""
"812828","812828",East 10th St & Los Medanos St,38.02755,-121.883331,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=123","","","","",""
"812197","812197",East 10th St & Los Medanos St,38.027265,-121.882841,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=192","","","","",""
"812863","812863",East 12th St & Columbia St,38.022573,-121.872916,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=122","","","","",""
"815744","815744",East 12th St & Columbia St,38.022377,-121.872753,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=188","","","","",""
"812859","812859",East 12th St & Pine St,38.023579,-121.87655,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=121","","","","",""
"812166","812166",East 12th St & Pine St,38.023319,-121.876156,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=189","","","","",""
"818741","818741",East 18th St & Alpha Wy,38.004816,-121.800858,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=396","","","","",""
"817765","817765",East 18th St and CA-160,38.004969,-121.754256,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=471","","","","",""
"810057","810057",East 18th St & Biglow Dr,38.004787,-121.793425,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=677","","","","",""
"810137","810137",East 18th St & Cavallo Rd,38.004988,-121.797203,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=462","","","","",""
"810042","810042",East 18th St & Cavallo Rd,38.004807,-121.796225,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=675","","","","",""
"813352","813352",East 18th St & Drive In Way,38.005247,-121.756023,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=77","","","","",""
"813296","813296",East 18th St & Hargrove St,38.004998,-121.782936,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=73","","","","",""
"810144","810144",East 18th St & Helmuth Ln,38.004993,-121.801304,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=463","","","","",""
"817806","817806",East 18th St & Hillcrest Ave,38.003914,-121.786563,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=467","","","","",""
"813306","813306",East 18th St & St Claire Dr,38.005017,-121.778751,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=75","","","","",""
"810365","810365",East 18th St & Tce Dr,38.005032,-121.792254,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=678","","","","",""
"817796","817796",East 18th St & Trembath Ln,38.004829,-121.780432,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=468","","","","",""
"813323","813323",East 18th St & Viera Ave,38.005056,-121.773172,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=76","","","","",""
"817783","817783",East 18th St & Viera Ave,38.004829,-121.773234,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=469","","","","",""
"817777","817777",East 18th St & Wilson St,38.004876,-121.765209,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=470","","","","",""
"813347","813347",East 18th St & Wilson St,38.005071,-121.765062,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=679","","","","",""
"816549","816549",East 3rd St & Harbor St,38.032287,-121.878781,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=557","","","","",""
"816554","816554",East 3rd St & Riverway Dr,38.032776,-121.8799,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=556","","","","",""
"812109","812109",East Leland Rd & Commerce Pl,38.008195,-121.864655,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=197","","","","",""
"814552","814552",East Leland Rd & Dias Cir,38.008848,-121.873939,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=367","","","","",""
"814450","814450",East Leland Rd & Freed Wy,38.009728,-121.8803,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=336","","","","",""
"812939","812939",East Leland Rd & Gladstone Dr,38.008534,-121.865642,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=145","","","","",""
"814466","814466",East Leland Rd & Harbor St,38.011206,-121.886528,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=335","","","","",""
"817899","817899",East Leland Rd & Harbor St,38.010755,-121.885601,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=364","","","","",""
"814801","814801",East Leland Rd & Homewood Dr,38.009716,-121.881292,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=365","","","","",""
"819444","819444",East Leland Rd & Lakeview Cir,38.007256,-121.862094,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=146","","","","",""
"819073","819073",East Leland Rd & Lakeview Cir,38.007891,-121.861317,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=198","","","","",""
"812925","812925",East Leland Rd & Loveridge Rd,38.008081,-121.869694,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=144","","","","",""
"812113","812113",East Leland Rd & Loveridge Rd,38.007926,-121.870225,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=196","","","","",""
"810312","810312",East Leland Rd & Loveridge Rd,38.008477,-121.87144,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=338","","","","",""
"814445","814445",East Leland Rd & Piedmont Wy,38.009393,-121.875367,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=337","","","","",""
"818430","818430",East Leland Rd & Railroad Ave,38.011982,-121.890725,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=363","","","","",""
"814263","814263",East Leland Rd & Railroad Ave,38.012154,-121.890473,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=334","","","","",""
"814547","814547",East Leland Rd & Stoneridge Dr,38.0092,-121.879112,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=366","","","","",""
"816596","816596",East Marina Blvd & Pelican Loop,38.03599,-121.884205,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=553","","","","",""
"816577","816577",East Marina Blvd & Pelican Loop,38.036631,-121.884432,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=552","","","","",""
"818858","818858",East St & Bacon St,37.982543,-122.034049,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=490","","","","",""
"816992","816992",East St & Bacon St,37.982701,-122.033933,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=489","","","","",""
"810061","810061",East Tregallas Rd & Countrywood Dr,37.996201,-121.788275,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=711","","","","",""
"815335","815335",East Tregallas Rd & Countrywood Dr,37.995817,-121.787545,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=403","","","","",""
"810074","810074",East Tregallas Rd & Harbour Dr,37.996963,-121.791557,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=456","","","","",""
"814285","814285",East Tregallas Rd & Harbour Dr,37.996838,-121.79145,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=543","","","","",""
"815319","815319",East Tregallas Rd & Patricia Ave,37.997455,-121.795069,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=542","","","","",""
"810088","810088",East Tregallas Rd & Patricia Ave,37.997616,-121.795375,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=457","","","","",""
"819883","819883",Empire Ave & El Monte Dr,37.99175,-121.732451,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=764","","","","",""
"818760","818760",Empire Ave & Gamay Dr,37.994319,-121.732229,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=32","","","","",""
"819877","819877",Empire Ave & Holly Dr,37.99369,-121.7325,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=762","","","","",""
"819170","819170",Empire Ave & Lone Tree Wy,37.960649,-121.732642,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=717","","","","",""
"813659","813659",Empire Ave & Sauterne Wy,37.992385,-121.732237,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=27","","","","",""
"819940","819940",Escobar St & Alhambra Ave,38.017091,-122.138483,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=734","","","","",""
"816327","816327",Evora Rd & Driftwood Dr,38.024286,-121.983026,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=495","","","","",""
"819307","819307",Evora Rd & Mota Dr,38.024981,-121.97679,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=498","","","","",""
"816294","816294",Evora Rd & Pomo St,38.024591,-121.966464,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=535","","","","",""
"816304","816304",Evora Rd & St Tropez Dr,38.024872,-121.974141,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=499","","","","",""
"811473","811473",Fairview Ave & Central Blvd,37.932102,-121.72376,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=714","","","","",""
"811378","811378",Fairview Ave & Central Blvd,37.933006,-121.723472,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=669","","","","",""
"811494","811494",Fairview Ave & Sand Creek Rd,37.943527,-121.723734,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=650","","","","",""
"811366","811366",Fairview Ave & San Jose Ave,37.940296,-121.7232,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=604","","","","",""
"811487","811487",Fairview Ave & San Jose Ave,37.939536,-121.723989,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=603","","","","",""
"818328","818328",Fairview Dr & Potomac Ct,38.001445,-121.84494,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=754","","","","",""
"815524","815524",Fitzuren Rd & G St,37.997704,-121.81656,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=320","","","","",""
"815390","815390",Gentrytown Dr & Curtis Dr,37.988003,-121.839478,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=313","","","","",""
"815498","815498",Gentrytown Dr & Dimaggio Wy,37.987155,-121.838751,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=314","","","","",""
"815467","815467",Gentrytown Dr & Jefferson Wy,37.991329,-121.840228,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=311","","","","",""
"819284","819284",Gentrytown Dr & Jefferson Wy,37.991982,-121.840074,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=310","","","","",""
"815446","815446",Gentrytown Dr & Lopez Dr,37.99639,-121.838371,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=307","","","","",""
"815422","815422",Gentrytown Dr & Madrid Ln,37.997058,-121.838073,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=306","","","","",""
"815388","815388",Gentrytown Dr & Meredith Wy,37.984603,-121.835736,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=315","","","","",""
"815480","815480",Gentrytown Dr & Putnam St,37.989485,-121.840277,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=312","","","","",""
"815414","815414",Gentrytown Dr & Sequoia Dr,37.993471,-121.839732,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=308","","","","",""
"815451","815451",Gentrytown Dr & Sequoia Dr,37.993428,-121.839903,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=309","","","","",""
"817156","817156",Grant St & Ohara Ave,37.953868,-121.713601,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=743","","","","",""
"818668","818668",G St & West 10th St,38.011514,-121.813729,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=388","","","","",""
"818681","818681",G St & West 7th St,38.012986,-121.813855,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=387","","","","",""
"818675","818675",G St & West 7th St,38.013237,-121.813726,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=386","","","","",""
"812184","812184",Harbor St & 10th St,38.026283,-121.878767,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=193","","","","",""
"817248","817248",Harbor St & Army St,38.017879,-121.881746,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=485","","","","",""
"816861","816861",Harbor St & Central,38.023949,-121.879596,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=480","","","","",""
"816857","816857",Harbor St & Central Ave,38.023811,-121.879337,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=479","","","","",""
"819158","819158",Harbor St & East 10th St,38.026506,-121.878663,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=710","","","","",""
"812837","812837",Harbor St & East 10th St,38.026358,-121.878432,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=119","","","","",""
"812844","812844",Harbor St & East 12th St,38.024598,-121.878977,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=120","","","","",""
"812742","812742",Harbor St & East Leland Rd,38.011448,-121.885801,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=132","","","","",""
"812178","812178",Harbor St & East Santa Fe Ave,38.024756,-121.879245,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=190","","","","",""
"812719","812719",Harbor St & Garcia Ave,38.012474,-121.885707,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=130","","","","",""
"818901","818901",Harbor St & Leland Ln,38.010524,-121.886452,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=134","","","","",""
"812695","812695",Harbor St & Presidio Ln,38.009195,-121.887161,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=136","","","","",""
"816874","816874",Harbor St & School St,38.019234,-121.881527,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=484","","","","",""
"816819","816819",Harbor St & School St,38.019326,-121.881196,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=483","","","","",""
"817823","817823",Hillcrest Ave & Arzate Ln,38.001144,-121.787471,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=465","","","","",""
"811690","811690",Hillcrest Ave & Bellflower Dr,37.983338,-121.770818,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=254","","","","",""
"813212","813212",Hillcrest Ave & Bellflower Dr,37.983115,-121.770023,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=88","","","","",""
"811748","811748",Hillcrest Ave & Country Hills Dr,37.966858,-121.759895,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=236","","","","",""
"813174","813174",Hillcrest Ave & Country Hills Dr,37.966083,-121.760159,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=95","","","","",""
"819297","819297",Hillcrest Ave & Deerfield Dr,37.973134,-121.762925,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=93","","","","",""
"815201","815201",Hillcrest Ave & Deerfield Dr,37.973571,-121.762628,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=249","","","","",""
"817380","817380",Hillcrest Ave & East Tregallas Rd,37.994002,-121.784506,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=37","","","","",""
"813208","813208",Hillcrest Ave & Golden Bear Dr,37.977018,-121.762877,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=89","","","","",""
"811711","811711",Hillcrest Ave & Hidden Gln Dr,37.977685,-121.762527,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=248","","","","",""
"817398","817398",Hillcrest Ave & Larkspur Dr,37.995242,-121.784724,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=36","","","","",""
"811730","811730",Hillcrest Ave & Laurel Rd,37.970526,-121.760364,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=239","","","","",""
"811753","811753",Hillcrest Ave & Lone Tree Wy,37.962376,-121.75978,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=231","","","","",""
"816679","816679",Hillcrest Ave & Renwick Ln,38.000252,-121.787636,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=71","","","","",""
"813188","813188",Hillcrest Ave & Sterling Hill Dr,37.97071,-121.760945,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=94","","","","",""
"817224","817224",Hillcrest Ave & Via Dora Dr,37.983317,-121.773435,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=255","","","","",""
"813249","813249",Hillcrest Ave & Via Dora Dr,37.983098,-121.772853,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=87","","","","",""
"813254","813254",Hillcrest Ave & Wildflower Dr,37.987003,-121.780357,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=86","","","","",""
"813220","813220",Hillcrest Ave & Wild Horse Rd,37.981534,-121.76604,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=709","","","","",""
"811707","811707",Hillcrest Ave & Wild Horse Rd,37.982215,-121.766942,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=256","","","","",""
"814302","814302",Hillcrest Ave & Yellowstone Dr,38.003281,-121.787641,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=72","","","","",""
"817810","817810",Hillcrest Ave & Yosemite Dr,38.002686,-121.787471,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=466","","","","",""
"816410","816410",Inlet Dr & Marina Rd,38.036364,-121.969108,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=511","","","","",""
"810171","810171",James Donlon Blvd & Blythe Dr,37.980346,-121.820887,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=454","","","","",""
"815357","815357",James Donlon Blvd & Community Prk,37.980064,-121.819935,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=383","","","","",""
"814271","814271",James Donlon Blvd & Contra Loma Blvd,37.98197,-121.824916,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=382","","","","",""
"815479","815479",James Donlon Blvd & Contra Loma Blvd,37.982792,-121.826061,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=319","","","","",""
"815374","815374",James Donlon Blvd & Dimaggio Wy,37.983256,-121.831473,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=317","","","","",""
"815507","815507",James Donlon Blvd & Gentrytown Dr,37.983053,-121.835207,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=316","","","","",""
"810163","810163",James Donlon Blvd & G St,37.980161,-121.81511,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=453","","","","",""
"815361","815361",James Donlon Blvd & G St,37.979764,-121.81404,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=384","","","","",""
"815511","815511",James Donlon Blvd & Silverado Dr,37.983021,-121.83062,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=318","","","","",""
"810159","810159",James Donlon Blvd & Sth Royal Links Cir,37.97988,-121.810243,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=452","","","","",""
"815342","815342",James Donlon Blvd & Sth Royal Links Cir,37.979807,-121.80948,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=385","","","","",""
"811252","811252",John Muir Hospital,37.924308,-121.736686,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=674","","","","",""
"815168","815168",Kevin Dr & Harvey Wy,38.031626,-121.958174,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=520","","","","",""
"817230","817230",Kevin Dr & Harvey Wy,38.031731,-121.958576,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=519","","","","",""
"818392","818392",Kevin Dr & Kim St,38.031591,-121.955462,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=522","","","","",""
"815272","815272",Kevin Dr & Oram Wy,38.028135,-121.954448,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=525","","","","",""
"816225","816225",Kevin Dr & Pamela Dr,38.029788,-121.953665,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=524","","","","",""
"816218","816218",Kevin Dr & Pamela Dr,38.030288,-121.953851,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=523","","","","",""
"816202","816202",Kevin Dr & Shellie Ct,38.031762,-121.955496,,"","http://rta.trideltatransit.com/RTT/Public/RoutePositionET.aspx?PlatformTag=521","","","","",""
