fare_id,route_id,origin_id,destination_id,contains_id
114591,202,,,
114591,201,,,
114591,200,,,
114590,396,,,
114590,395,,,
114590,394,,,
114590,393,,,
114590,392,,,
114590,391,,,
114590,390,,,
114590,389,,,
114590,388,,,
114590,387,,,
114590,385,,,
114590,384,,,
114590,383,,,
114590,381,,,
114590,380,,,
114590,379,,,
114590,300,,,
