service_id,date,exception_type
72969,20211224,2
72969,20211231,2
72969,20220117,2
72969,20220221,2
72969,20220530,2
72969,20220704,2
72969,20220905,2
72969,20221111,2
72969,20221124,2
72969,20221125,2
72969,20221226,2
72970,20211225,2
72970,20220101,2
72971,20211224,1
72971,20211225,1
72971,20211231,1
72971,20220101,1
72971,20220117,1
72971,20220221,1
72971,20220530,1
72971,20220704,1
72971,20220905,1
72971,20221111,1
72971,20221124,1
72971,20221125,1
72971,20221226,1
