route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_short_name,bikes_allowed,wheelchair_accessible
394,72970,2905,Eastbound Antioch BART,1,208,68,,,
394,72971,3062,Eastbound Antioch BART,1,311,68,,,
394,72970,2925,Eastbound Antioch BART,1,211,68,,,
394,72971,2996,Eastbound Antioch BART,1,304,68,,,
394,72970,2938,Eastbound Antioch BART,1,213,68,,,
394,72971,3019,Eastbound Antioch BART,1,306,68,,,
394,72970,2945,Eastbound Antioch BART,1,215,68,,,
394,72971,3047,Eastbound Antioch BART,1,309,68,,,
387,72969,342,Westbound Pittsburg-Bay Point BART,0,106,55,,,
387,72969,22,Westbound Pittsburg-Bay Point BART,0,112,55,,,
387,72969,41,Westbound Pittsburg-Bay Point BART,0,114,55,,,
387,72969,348,Westbound Pittsburg-Bay Point BART,0,108,55,,,
387,72969,214,Westbound Pittsburg-Bay Point BART,0,134,55,,,
387,72969,331,Westbound Pittsburg-Bay Point BART,0,105,55,,,
387,72969,45,Westbound Pittsburg-Bay Point BART,0,115,55,,,
387,72969,321,Westbound Pittsburg-Bay Point BART,0,104,55,,,
387,72969,154,Westbound Pittsburg-Bay Point BART,0,126,55,,,
387,72969,47,Westbound Pittsburg-Bay Point BART,0,115,55,,,
387,72969,269,Westbound Pittsburg-Bay Point BART,0,141,55,,,
387,72969,254,Westbound Pittsburg-Bay Point BART,0,138,55,,,
387,72969,232,Westbound Pittsburg-Bay Point BART,0,135,55,,,
387,72969,337,Westbound Pittsburg-Bay Point BART,0,105,55,,,
387,72969,210,Westbound Pittsburg-Bay Point BART,0,133,55,,,
387,72969,296,Westbound Pittsburg-Bay Point BART,0,147,55,,,
387,72969,234,Westbound Pittsburg-Bay Point BART,0,135,55,,,
387,72969,257,Eastbound Century Plaza,1,138,25,,,
387,72969,245,Eastbound Century Plaza,1,136,25,,,
387,72969,138,Eastbound Antioch BART,1,124,52,,,
387,72969,193,Eastbound Antioch BART,1,132,52,,,
387,72969,25,Eastbound Antioch BART,1,112,52,,,
387,72969,350,Eastbound Antioch BART,1,108,52,,,
387,72969,1724,Eastbound Antioch BART,1,113,52,,,
387,72969,4,Eastbound Antioch BART,1,124,52,,,
387,72969,19,Eastbound Antioch BART,1,111,52,,,
387,72969,120,Eastbound Antioch BART,1,120,52,,,
387,72969,29,Eastbound Antioch BART,1,112,52,,,
387,72969,291,Eastbound Antioch BART,1,146,52,,,
387,72969,37,Eastbound Antioch BART,1,113,52,,,
387,72969,271,Eastbound Antioch BART,1,141,52,,,
387,72969,287,Eastbound Antioch BART,1,145,52,,,
387,72969,88,Eastbound Antioch BART,1,118,52,,,
387,72969,267,Eastbound Antioch BART,1,140,52,,,
393,72970,2856,Eastbound Brentwood Park & Ride,0,203,70,,,
393,72970,2901,Eastbound Brentwood Park & Ride,0,208,70,,,
393,72971,3067,Eastbound Brentwood Park & Ride,0,312,70,,,
393,72970,2858,Eastbound Brentwood Park & Ride,0,203,70,,,
393,72971,3040,Eastbound Brentwood Park & Ride,0,309,70,,,
393,72970,2916,Eastbound Brentwood Park & Ride,0,210,70,,,
393,72971,3069,Eastbound Brentwood Park & Ride,0,312,70,,,
393,72970,2888,Eastbound Brentwood Park & Ride,0,206,70,,,
393,72971,3042,Eastbound Brentwood Park & Ride,0,309,70,,,
393,72970,2879,Eastbound Brentwood Park & Ride,0,205,70,,,
393,72971,3034,Eastbound Brentwood Park & Ride,0,308,70,,,
393,72970,2867,Eastbound Brentwood Park & Ride,0,204,70,,,
393,72971,2993,Eastbound Brentwood Park & Ride,0,304,70,,,
393,72970,2854,Eastbound Brentwood Park & Ride,0,202,70,,,
393,72971,3016,Eastbound Brentwood Park & Ride,0,306,70,,,
393,72970,2899,Eastbound Brentwood Park & Ride,0,207,70,,,
393,72971,3078,Eastbound Brentwood Park & Ride,0,313,70,,,
393,72970,2892,Eastbound Brentwood Park & Ride,0,206,70,,,
393,72971,3052,Eastbound Brentwood Park & Ride,0,310,70,,,
393,72970,2950,Eastbound Brentwood Park & Ride,0,216,70,,,
393,72971,3080,Eastbound Brentwood Park & Ride,0,313,70,,,
393,72970,2963,Eastbound Brentwood Park & Ride,0,218,70,,,
393,72971,3026,Eastbound Brentwood Park & Ride,0,307,70,,,
393,72970,2872,Eastbound Brentwood Park & Ride,0,204,70,,,
393,72971,2986,Eastbound Brentwood Park & Ride,0,303,70,,,
393,72970,2958,Eastbound Brentwood Park & Ride,0,217,70,,,
393,72971,3028,Eastbound Brentwood Park & Ride,0,307,70,,,
393,72970,2874,Eastbound Brentwood Park & Ride,0,204,70,,,
393,72971,3056,Eastbound Brentwood Park & Ride,0,310,70,,,
393,72970,2960,Eastbound Brentwood Park & Ride,0,217,70,,,
393,72971,3065,Eastbound Brentwood Park & Ride,0,311,70,,,
393,72970,2971,Eastbound Brentwood Park & Ride,0,219,70,,,
393,72971,3066,Eastbound Brentwood Park & Ride,0,311,70,,,
393,72970,2844,Westbound Antioch BART,1,201,69,,,
393,72970,2855,Westbound Antioch BART,1,203,69,,,
393,72971,2972,Westbound Antioch BART,1,301,69,,,
393,72970,2900,Westbound Antioch BART,1,208,69,,,
